Xkr4
Qsox1
Cep350
Tor1aip1
Tor1aip2
Fam163a
Tdrd5
Soat1
Abl2
Tor3a
Fam20b
Ralgps2
Angptl1
Rasal2
2810025M15Rik
BC026585
Brinp2
Astn1
Pappa2
Rfwd2
Tnr
4930523C07Rik
Mrps14
Cacybp
Rabgap1l
Rc3h1
Zbtb37
Gas5
Snord47
Dars2
Cenpl
Klhl20
Ankrd45
Prdx6
Suco
Pigc
Dnm3
Dnm3os
Mettl13
Vamp4
Prrc2c
Fmo1
Prrx1
Gorab
Kifap3
Scyl3
BC055324
Mettl18
Slc19a2
Ccdc181
Blzf1
Nme7
Atp1b1
Sft2d2
Tiprl
Gpr161
Dcaf6
Mpc2
Adcy10
Mpzl1
Rcsd1
Creg1
Cd247
Pou2f1
Ildr2
Tada1
Pogk
Gm16701
Fam78b
Uck2
Tmco1
Aldh9a1
Mgst3
Rxrg
Lmx1a
Pbx1
Nuf2
Rgs5
Rgs4
1700084C01Rik
Hsd17b7
Ddr2
Uap1
Uhmk1
Gm7694
Nos1ap
Olfml2b
Atf6
Dusp12
Fcgr3
Sdhc
Nr1i3
Tomm40l
Fcer1g
Ndufs2
Adamts4
B4galt3
Ppox
Usp21
Ufc1
Dedd
Nit1
Pfdn2
Klhdc9
Usf1
F11r
Alyref2
Cd84
Vangl2
Nhlh1
Ncstn
Copa
Pex19
Dcaf8
Pea15a
Casq1
Atp1a4
Atp1a2
Igsf8
Kcnj9
Kcnj10
Pigm
Igsf9
Tagln2
Dusp23
Ackr1
Cadm3
Aim2
Ifi204
Mndal
Mnda
Ifi203
Ifi205
Fmn2
Grem2
Rgs7
Fh1
Opn3
Chml
Exo1
Cep170
Sdccag8
Akt3
Zbtb18
Adss
Desi2
Cox20
Hnrnpu
Efcab2
Kif26b
Smyd3
Tfb2m
Cnst
Sccpdh
Ahctf1
Cdc42bpa
Adck3
Psen2
Gm5069
Itpkb
6330403A02Rik
Parp1
Lin9
Acbd3
H3f3a
Sde2
Pycr2
Ephx1
Nvl
Cnih4
Wdr26
Cnih3
Lbr
Enah
Srp9
Degs1
Fbxo28
Trp53bp2
Capn2
Susd4
Disp1
Brox
Aida
Mia3
Taf1a
Dusp10
2-Mar
C130074G19Rik
Mark1
Rab3gap2
Iars2
Bpnt1
Eprs
9630028B13Rik
Gm2061
Slc30a10
Lyplal1
Tgfb2
Rrp15
D1Pas1
Gpatch2
Esrrg
Kctd3
Kcnk2
Cenpf
Ptpn14
Smyd2
Prox1
Rps6kc1
Angel2
Vash2
Mfsd7b
Tatdn3
Nsl1
Nenf
Tmem206
Ppp2r5a
Dtl
Ints7
Lpgat1
Nek2
1700034H15Rik
Slc30a1
Rcor3
Gm10516
Kcnh1
Hhat
Sertad4
Syt14
Diexf
Irf6
A130010J15Rik
Camk1g
Plxna2
Cd34
A330023F24Rik
Cd46
Cr1l
Cr2
Ppp1r14c
Plekhg1
Mthfd1l
Akap12
Zbtb2
Rmnd1
Gm5512
Armt1
Syne1
Fbxo5
Mtrf1l
Rgs17
Cnksr3
Lrp11
Pcmt1
A630066F11Rik
Nup43
BC020402
Lats1
Katna1
Ginm1
Ppil4
Tab2
Ust
Sash1
Samd5
Stxbp5
Grm1
Shprh
Fbxo30
Epm2a
Utrn
Sf3b5
Plagl1
Hymai
Ltv1
Phactr2
Fuca2
Pex3
Adat2
Aig1
Hivep2
Vta1
Cited2
Heca
Abracl
Reps1
Ccdc28a
Nhsl1
Hebp2
Arfgef3
Tnfaip3
Ifngr1
Pex7
Map3k5
Map7
Gm6251
Bclaf1
Mtfr2
Pde7b
Ahi1
Myb
Hbs1l
4930455C13Rik
Sgk1
Slc2a12
Tbpl1
Eya4
Rps12
Snora33
Snord100
Slc18b1
Stx7
Ctgf
Enpp1
Enpp3
Med23
Akap7
Epb4.1l2
Tmem200a
Samd3
L3mbtl3
Arhgap18
Lama2
Ptprk
Soga3
9330159F19Rik
Echdc1
Rnf146
Rspo3
Cenpw
Trmt11
Gm20300
Hint3
Ncoa7
Hey2
Hddc2
Gm3258
Rnf217
Nkain2
Clvs2
Zufsp
A830082N09Rik
Rwdd1
Dse
Tspyl1
Tspyl4
Nt5dc1
Hs3st5
Hdac2
Marcks
Lama4
Fam229b
Tube1
Fyn
Traf3ip2
E130307A14Rik
Rev3l
Slc16a10
Rpf2
Gtf3c6
Amd1
Amd2
Cdk19
Cdc40
Wasf1
Fig4
Zbtb24
Mical1
Smpd2
Cd164
Cep57l1
Sesn1
Armc2
Foxo3
Lace1
Snx3
Nr2e1
Ostm1
Sec63
Scml4
Sobp
Pdss2
Bend3
1700021F05Rik
Cd24a
Qrsl1
Rtn4ip1
Atg5
Prep
Popdc3
Bves
Lin28b
Hace1
C130030K03Rik
Grik2
Ascc3
Dcbld1
Gopc
Nus1
Zfa-ps
Slc35f1
Cep85l
Gm19395
Pln
Mcm9
Asf1a
Fam184a
Man1a
Tbc1d32
Msl3l2
Gja1
Hsf2
Serinc1
Fabp7
Smpdl3a
Gcc2
Lims1
Ranbp2
Ccdc138
Sh3rf3
10-Sep
Sowahc
P4ha1
Mcu
Micu1
Dnajb12
Ddit4
Anapc16
Ascc1
Spock2
Chst3
Psap
Cdh23
4632428N05Rik
Slc29a3
Unc5b
Pcbd1
Sgpl1
Tbata
Pald1
Eif4ebp2
Lrrc20
Ppa1
Sar1a
Tysnd1
Aifm2
H2afy2
2010107G23Rik
Tspan15
Hk1
Supv3l1
4930507D05Rik
Vps26a
Kif1bp
Ddx21
Ddx50
Stox1
Ccar1
Tet1
Slc25a16
Dna2
Rufy2
Hnrnph3
Herc4
Sirt1
Dnajc12
Lrrtm3
Reep3
Jmjd1c
Nrbf2
Ado
Zfp365
Rtkn2
Arid5b
Rhobtb1
Cdk1
Ank3
Ccdc6
Fam13c
Phyhipl
Bicc1
Tfam
Ube2d1
Cisd1
Ipmk
Zwint
Pcdh15
Gnaz
Rab36
Bcr
Specc1l
Adora2a
Gm5779
Gucd1
Snrpd3
Lrrc75b
Ggt5
Cabin1
Ddt
Gstt1
Mif
Derl3
Smarcb1
Mmp11
Chchd10
Zfp280b
Prmt2
Dip2a
Pcnt
Ybey
Mcm3ap
Lss
4930483K19Rik
Col6a2
Pcbp3
Slc19a1
Col18a1
Pofut2
Adarb1
Gm17769
Fam207a
Pttg1ip
Sumo3
Ube2g2
Lrrc3
Trpm2
1810043G02Rik
Pfkl
Icosl
D10Jhu81e
Pwp2
Trappc10
Agpat3
Rrp1
Cstb
Pdxk
Ilvbl
Syde1
2610008E11Rik
Ppap2c
Mier2
C2cd4c
Shc2
Tpgs1
Cdc34
Gzmm
Bsg
Hcn2
Polrmt
Rnf126
Palm
E130317F20Rik
Ptbp1
Lppr3
Med16
R3hdm4
Kiss1r
Arid3a
Wdr18
Grin3b
Tmem259
Cnn2
Abca7
Polr2e
Gpx4
Sbno2
Stk11
Dos
Atp5d
Midn
Cirbp
Efna2
Mum1
Ndufs7
Gamt
Dazap1
Rps15
Apc2
2310011J03Rik
Pcsk4
Reep6
Mex3d
Mbd3
Uqcr11
Tcf3
Rexo1
Klf16
Abhd17a
Adat3
Scamp4
Csnk1g2
Btbd2
Mknk2
Mob3a
Izumo4
Ap3d1
Dot1l
Plekhj1
Sf3a2
Oaz1
Oaz1-ps
Lingo3
Lsm7
Sppl2b
Timm13
Lmnb2
Gng7
Diras1
Slc39a3
Sgta
Thop1
Map2k2
Zbtb7a
Pias4
Eef2
Dapk3
Atcayos
Atcay
Zfr2
Matk
Mrpl54
Apba3
Tjp3
Pip5k1c
Cactin
Hmg20b
Mfsd12
4930404N11Rik
Fzr1
Dohh
Nfic
Celf5
Ncln
Gna11
Aes
Tle2
BC025920
Sirt6
Ankrd24
Gm10778
Zfp433
Zfp781
Zfp873
AU041133
Zfp938
1190007I07Rik
Tdg
Gm9855
Glt8d2
Hcfc2
Nfyb
Txnrd1
Eid3
Chst11
Slc41a2
D10Wsu102e
Aldh1l2
A230046K03Rik
Appl2
1500009L16Rik
Nuak1
Ckap4
Tcp11l2
Polr3b
Rfx4
Ric8b
Fhl4
Tmem263
Mterf2
Cry1
Btbd11
Pwp1
Prdm4
Rtcb
Fbxo7
Syn3
Timp3
1810014B01Rik
Hsp90b1
Ttc41
Nt5dc3
Ascl1
Igf1
Tyms-ps
Parpbp
Nup37
Ccdc53
Gnptab
Chpt1
Mybpc1
Arl1
Utp20
Ano4
Gas2l3
Slc17a8
Scyl2
1500026H17Rik
Actr6
Uhrf1bp1l
Anks1b
Apaf1
Ikbip
Slc25a3
Tmpo
Rmst
Nedd1
Cdk17
Elk3
Lta4h
Ccdc38
Snrpf
Ntn4
Gm8580
Metap2
Vezt
Fgd6
Nr2c1
Ndufa12
Tmcc3
Cep83os
Cep83
Plxnc1
Cradd
Socs2
Mrpl42
Ube2n
Nudt4
Eea1
Btg1
Dcn
Atp2b1
Poc1b
Galnt4
Dusp6
Csl
Kitl
Tmtc3
Cep290
4930430F08Rik
Mgat4c
Nts
Rassf9
Lrriq1
Slc6a15
Tmtc2
Gm15663
Mettl25
Ccdc59
Ppfia2
4930532I03Rik
Lin7a
Ptprq
Otogl
Ppp1r12a
Pawr
Syt1
Nav3
E2f7
Csrp2
Zdhhc17
Osbpl8
Bbs10
Nap1l1
Phlda1
Krr1
Glipr1
Kcnc2
Atxn7l3b
Trhde
Tbc1d15
Rab21
Tmem19
Thap2
Zfc3h1
Ptprr
Ptprb
Kcnmb4
Kcnmb4os2
Cnot2
Rab3ip
Cct2
Frs2
Yeats4
Lyz2
Cpsf6
Cpm
Mdm2
Slc35e3
Nup107
Rap1b
Mdm1
Dyrk2
Cand1
Grip1
Grip1os2
Grip1os1
Helb
Tmbim4
Llph
Hmga2
Msrb3
Lemd3
Tbc1d30
Gns
Rassf3
Tbk1
Xpot
BC048403
Srgap1
Gm9079
Tmem5
Ppm1h
Mon2
Usp15
Fam19a2
Slc16a7
Lrig3
Xrcc6bp1
Ctdsp2
Avil
Tsfm
Mettl1
9-Mar
Cdk4
Tspan31
LOC100504703
Agap2
Os9
B4galnt1
Arhgef25
Dtx3
F420014N23Rik
Pip4k2c
Kif5a
Dctn2
Mbd6
Ddit3
Mars
Gli1
R3hdm2
Stac3
Ndufa4l2
Shmt2
Nxph4
Lrp1
Stat6
Nab2
Tmem194
Myo1a
Tac2
Zbtb39
Prim1
Naca
Ptges3
Atp5b
Baz2a
Rbms2
Spryd4
Timeless
Stat2
Pan2
Cnpy2
Cs
Coq10a
Ankrd52
Nabp2
Rnf41
Smarcc2
Myl6
Myl6b
A430046D13Rik
Esyt1
Zc3h10
Rpl41
Pa2g4
Rps26
Ikzf4
Suox
Rab5b
Cdk2
Dgka
Wibg
Mmp19
Tmem198b
Dnajc14
Ormdl2
Sarnp
Gdf11
Cd63
Rdh5
Bloc1s1
Itga7
Mir684-1
Neurod4
Vmn2r85
Vmn2r86
Vmn2r87
Pisd-ps1
Sfi1
Eif4enif1
Drg1
Patz1
Gm11944
Pik3ip1
Limk2
Rnf185
8430429K09Rik
Inpp5j
Selm
Smtn
Tug1
Morc2a
Osbp2
4921536K21Rik
Dusp18
Slc35e4
Tcn2
Pes1
Sec14l3
Sec14l2
Rnf215
Ccdc157
Sf3a1
Tbc1d10a
Mtmr3
Ascc2
Uqcr10
Zmat5
Cabp7
Nf2
Nipsnap1
Thoc5
Nefh
Ap1b1
Gas2l1
Ewsr1
Rhbdd3
Emid1
Kremen1
Znrf3
Xbp1
Ccdc117
Mrps24
Urgcp
2210015D19Rik
Dbnl
Pgam2
Polm
Aebp1
Pold2
Ykt6
Camk2b
Nudcd3
Rps15a-ps6
Ddx56
Tmed4
Ogdh
Zmiz2
Ppia
H2afv
Purb
Gm11974
Ccm2
Nacad
Tbrg4
Snora5c
Adcy1
Igfbp3
Tns3
Hus1
Fignl1
Grb10
Cobl
Vstm2a
Sec61g
Egfr
Fbxo48
Plek
Cnrip1
Ppp3r1
Pno1
Wdr92
C1d
Etaa1
Meis1
Spred2
Actr2
Rab1
Cep68
Slc1a4
Sertad2
Aftph
Lgalsl
Peli1
Vps54
Ugp2
Mdh1
Wdpcp
Otx1
Ehbp1
Tmem17
B3gnt2
Commd1
Zrsr1
Cct4
Xpo1
Usp34
Ahsa2
Gm12060
0610010F05Rik
Pex13
Pus10
Papolg
Bcl11a
Gm10466
5730522E02Rik
Fancl
Vrk2
Gm12070
Ccdc85a
Pnpt1
Smek2
Cfap36
Ccdc88a
Prorsd1
Mtif2
Rps27a
Rtn4
Eml6
4931440F15Rik
Sptbn1
Psme4
Gpr75
Erlec1
Asb3
Chac2
Stc2
Bod1
Cpeb4
Nsg2
Snrnp25
Rhbdf1
Mpg
Nprl3
Hba-a1
Hba-a2
Hbq1b
Sh3pxd2b
Ubtd2
Stk10
Fbxw11
Fgf18
Npm1
Ranbp17
Kcnip1
Lcp2
Foxi1
Spdl1
Slit3
Pank3
Fbll1
Rars
Wwc1
Tenm2
Mat2b
Hmmr
Nudcd2
Ccng1
Gabrg2
Gabra1
Gabrb2
Pttg1
Slu7
Ccnjl
Pwwp2a
Ttc1
Ublcp1
Rnf145
Ebf1
Clint1
Lsm11
Thg1l
Adam19
Cyfip2
Fndc9
Med7
Sgcd
Gnb2l1
Trim41
Trim7
Irgm1
Psme2b
9930111J21Rik2
Zfp62
Mgat1
Flt4
Cnot6
Gfpt2
Mapk9
Rasgef1c
Rnf130
Tbc1d9b
3010026O09Rik
Sqstm1
Mgat4b
Maml1
Canx
Hnrnph1
Rufy1
Adamts2
Zfp354c
Zfp879
Zfp454
Zfp2
Zfp354b
Zfp354a
Clk4
Col23a1
Phykpl
Hnrnpab
Nhp2
Rmnd5b
N4bp3
0610009B22Rik
Sec24a
Sar1b
Jade2
Cdkn2aipnl
Ube2b
Cdkl3
Ppp2ca
Skp1a
Tcf7
Vdac1
9530068E07Rik
Hspa4
Zcchc10
Aff4
Leap2
Uqcrq
Gdf9
Shroom1
8-Sep
Kif3a
Rad50
Slc22a5
Slc22a21
Pdlim4
P4ha2
Acsl6
Fnip1
Rapgef6
Cdc42se2
Lyrm7
Hint1
Gpx3
Tnip1
Anxa6
Gm2a
Slc36a1
Sparc
Atox1
G3bp1
Gm12238
Gria1
Fam114a2
Mfap3
Galnt10
Sap30l
Larp1
Cnot8
Gemin5
Mrpl22
Zfp692
Zfp672
Sh3bp5l
2810021J22Rik
Zfp39
Rnf187
Hist3h2ba
Hist3h2bb-ps
Hist3h2a
Trim17
Trim11
Obscn
Iba57
Guk1
2610507I01Rik
Mrpl55
2310033P09Rik
Arf1
Wnt9a
Snap47
Jmjd4
Zfp867
Zkscan17
4933439C10Rik
Mprip
1700007J10Rik
Flcn
Cops3
Nt5m
Med9
Rasd1
Pemt
Rai1
Srebf1
Tom1l2
Lrrc48
Atpaf2
Gid4
Drg2
Alkbh5
Llgl1
Flii
Mief2
Top3a
Smcr8
Shmt1
Dhrs7b
Tmem11
Natd1
Map2k3
Kcnj12
Usp22
Aldh3a2
Rnf112
Mfap4
Mapk7
B9d1
Epn2
Grap
Prpsap2
Ulk2
Akap10
Specc1
Zswim7
Ttc19
Ncor1
Pigl
Cenpv
Ubb
Gm1821
Trpv2
2410006H16Rik
Snord49b
Snord49a
Lrrc75a
Mmgt2
Zfp287
Zfp286
Trim16
Tvp23b
Pmp22
Cox10
2810001G20Rik
Elac2
Arhgap44
Map2k4
Zkscan6
Dnah9
Shisa6
Adprm
Sco1
Myh2
Gas7
Glp2r
Usp43
Stx8
Ntn1
Myh10
Ndel1
Rpl26
Gm15772
Arhgef15
Slc25a35
Rangrf
Pfas
Ctc1
Aurkb
2310047M10Rik
Tmem107
Vamp2
Per1
Cntrob
Trappc1
Kcnab3
Chd3os
Chd3
Cyb5d1
Naa38
Tmem88
Kdm6b
Dnah2
Efnb3
Wrap53
Trp53
Atp1b2
Sat2
Fxr2
Mpdu1
Cd68
Eif4a1
Senp3
Tnfsfm13
Tnfsf13
Tnfsf12
Polr2a
Zbtb4
Chrnb1
Fgf11
Nlgn2
Tmem256
Plscr3
Tnk1
2810408A11Rik
Neurl4
Gps2
Eif5a
Ybx2
Slc2a4
Elp5
Ctdnep1
Gabarap
Phf23
Dvl2
Acadvl
Dlg4
Slc16a11
Slc16a13
Bcl6b
0610010K14Rik
Rnasek
Pelp1
Arrb2
Med11
Cxcl16
Zmynd15
Psmb6
Pld2
Mink1
Gp1ba
Slc25a11
Rnf167
Pfn1
Eno3
Spag7
Camta2
Kif1c
Zfp3
Rabep1
Nup88
Rpain
C1qbp
Dhx33
Derl2
Mis12
6330403K07Rik
Wscd1
Fam64a
Pitpnm3
4933427D14Rik
Txndc17
Med31
4930563E22Rik
Slc13a5
Tekt1
Smtnl2
Mybbp1a
Spns2
Ube2g1
Ankfy1
Cyb5d2
Zzef1
Atp2a3
Camkk1
1200014J11Rik
Gsg2
P2rx5
Emc6
Tax1bp3
Ctns
Rap1gap2
E130309D14Rik
Cluh
Pafah1b1
Mettl16
Mnt
Sgsm2
Tsr1
Snord91a
Srr
Smg6
Hic1
Ovca2
Dph1
Rtn4rl1
Rpa1
Smyd4
Wdr81
Mir22hg
Prpf8
Scarf1
Slc43a2
Pitpna
Gm12338
Inpp5k
Myo1c
Crk
Ywhae
Doc2b
Fam101b
Vps53
Fam57a
Gemin4
Glod4
Rnmtl1
Nxn
Timm22
Abr
Gosr1
Cpd
Blmh
Slc6a4
Ccdc55
Efcab5
Ssh2
Ankrd13b
Git1
Trp53i13
Taok1
Nufip2
Myo18a
Pipox
Sez6
Phf12
Dhrs13
Flot2
Eral1
Fam222b
Traf4
Nek8
Tlcd1
Rpl23a
Rab34
Proca1
Supt6
Sdf2
2610507B11Rik
BC030499
Spag5
Aldoc
Pigs
Unc119
Slc46a1
Sarm1
Vtn
Tmem199
Poldip2
Tnfaip1
Ift20
Tmem97
Nlk
Fam58b
Lyrm9
Lgals9
Ksr1
Gm11201
Wsb1
Nf1
AU040972
Omg
Gm21975
Evi2b
Evi2a
Rab11fip4
Rab11fip4os1
Utp6
Suz12
Crlf3
Atad5
Tefm
Adap2
Rnf135
Rhot1
Rhbdl3
5730455P16Rik
Zfp207
Psmd11
Cdk5r1
Myo1d
Tmem98
Asic2
Tmem132e
Zfp830
Lig3
Rffl
Rad51d
Nle1
Slfn5
Slfn9
Slfn8
Slfn10-ps
AA465934
AI450353
Pex12
Ap2b1
Rasl10b
Taf15
Heatr6
Ddx52
Synrg
Dusp14
Tada2a
Gm11437
Acaca
Aatf
Lhx1
Mrm1
Dhrs11
Ggnbp2
Ggnbp2os
Pigw
Myo19
Znhit3
Car4
Usp32
Appbp2
Ppm1d
Bcas3
Bcas3os1
Tbx2
Brip1
Brip1os
Ints2
Med13
Rnft1
Rps6kb1
Tubd1
Vmp1
Ptrh2
Cltc
Dhx40
Ypel2
Gdpd1
Smg8
Prr11
Ska2
Trim37
Ppm1e
Rad51c
4-Sep
Mtmr4
Hsf5
Rnf43
Supt4a
Bzrap1
Mks1
Dynll2
Srsf1
Vezf1
Cuedc1
Mrps23
Msi2
C030037D09Rik
Akap1
Scpep1
Coil
Trim25
Dgke
Nog
Tmem100
Mmd
Hlf
Stxbp4
Cox11
Tom1l1
Car10
Utp18
Mbtd1
Nme2
Nme1
Spag9
Tob1
Luc7l3
Ankrd40
Cacna1g
Rsad1
Acsf2
Lrrc59
Eme1
Mrpl27
Xylt2
Col1a1
Ppp1r9b
Samd14
Pdk2
Itga3
Kat7
Fam117a
Slc35b1
Spop
Nxph3
Ngfr
Phb
B130006D01Rik
Zfp652
Igf2bp1
Snf8
Ube2z
Atp5g1
Snx11
Cbx1
Gm11517
Nfe2l1
Cdk5rap3
Pnpo
D030028A08Rik
Sp2
Scrn2
Mrpl10
Osbpl7
Tbkbp1
Kpnb1
Npepps
Mrpl45
Socs7
Arhgap23
4933428G20Rik
Srcin1
E130012A19Rik
Mllt6
Cisd3
Pcgf2
Psmb3
Pip4k2b
Cwc25
Rpl23
Snora21
Lasp1
B230217C12Rik
Fbxo47
Cacnb1
Rpl19
Stac2
Fbxl20
Med1
Cdk12
Neurod2
Ppp1r1b
Stard3
Pgap3
Erbb2
Mien1
Ormdl3
Psmd3
Med24
Thra
Nr1d1
Msl1
Gm12359
Casc3
Rapgefl1
Wipf2
Cdc6
Rara
Top2a
Igfbp4
Smarce1
Krt222
Krt10
Krt12
Eif1
Hap1
Jup
P3h4
Fkbp10
Nt5c3b
Klhl10
Klhl11
Acly
Cnp
Dnajc7
Nkiras2
Zfp385c
Kat2a
Rab5c
Kcnh4
Ghdc
Stat5b
Stat5a
Stat3
Ptrf
Atp6v0a1
Naglu
Coasy
Mlx
Psmc3ip
Fam134c
Tubg1
Tubg2
Plekhh3
Cntnap1
Ezh1
Ramp2
Vps25
Wnk4
Coa3
Cntd1
Becn1
Psme3
Aoc2
Aarsd1
Rundc1
Rpl27
Ifi35
Vat1
Rnd2
Brca1
Nbr1
Rdm1
Arl4d
Dhx8
Etv4
Dusp3
Mpp3
Mpp2
Tmem101
Lsm12
